timestamp,symbol,price,turnover24h,volume24h,open_interest,open_interest_value,funding_rate,price_change_15m,price_change_1h,oi_change_15m,oi_change_1h,oi_change_pct_15m,vol_oi_ratio,regime,score,label
1777623224528,CETUSUSDT,0.02833,83686.0043,2973070.0,22416706.0,635065.28,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CFGUSDT,0.2074,1439554.1497,6972702.0,13104276.0,2719137.27,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CFXUSDT,0.06021,596015.6725,10013472.0,29205172.0,1758443.41,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CGPTUSDT,0.028282,829517.2278,29374659.0,20143629.0,569702.12,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CHILLGUYUSDT,0.012009,770418.3335,66763597.0,144267002.0,1737407.51,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CHIPUSDT,0.0632,15341730.9592,243346280.0,188021320.0,11881067.21,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CHRUSDT,0.02663,1114652.0692,45186366.4,38739124.6,1031235.5,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CHZUSDT,0.04128,2895737.8157,69562210.0,150275104.0,6203356.29,-2.106e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CKBUSDT,0.001506,136129.4713,91610920.0,276060880.0,415747.69,-0.0002047,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CLANKERUSDT,24.088,214120.2217,9011.81,29320.12,706116.45,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CLOUDUSDT,0.02116,10360.2222,488636.0,16665090.0,352633.3,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CLOUSDT,0.11928,309664.2649,2590081.0,9243252.0,1101888.07,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CLUSDT,100.835,50033660.424,485850.61,162298.62,16367815.83,-9.265e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,COAIUSDT,0.3483,870362.0878,2579128.0,9135128.0,3179938.06,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,COINUSDT,192.43,503805.8243,2636.75,859.75,165441.69,0.0,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,COMPUSDT,24.155,3175194.5429,129835.77,238389.8,5758305.62,-2.279e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,COOKIEUSDT,0.016445,114177.0813,7033346.0,22674285.0,371994.32,-3.974e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,COREUSDT,0.03778,770559.9253,20428934.0,43641651.0,1648781.57,9.273e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,COTIUSDT,0.013771,141040.5391,10245104.0,61232450.0,843232.07,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,COWUSDT,0.1872,99497.0592,535134.0,3583154.0,670264.79,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CROSSUSDT,0.10157,170697.3665,1681349.0,3871062.0,393028.92,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CROUSDT,0.06914,988818.7605,14430408.0,59400424.0,4108727.33,4.645e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CRVUSDT,0.2359,11826806.6522,50311188.9,81228070.2,19169824.57,-2.152e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CTCUSDT,0.14481,159376.1108,1106903.0,8443766.0,1222741.75,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CUSDT,0.079,537571.8353,6878419.0,10240850.0,810460.87,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CVCUSDT,0.03088,80702.1077,2619680.0,18560930.0,573161.52,-0.00021813,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CVXUSDT,1.7333,149391.9572,87372.53,931109.5,1613892.1,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CYBERUSDT,0.5281,472299.5673,902862.4,3498353.0,1848529.73,-9.414e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CYSUSDT,0.5132,2105463.3556,4028652.0,7005069.0,3592899.89,0.00039907,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DASHUSDT,36.98,7075147.3516,197582.0,182691.13,6755917.99,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DBRUSDT,0.013446,210351.3916,15690450.0,44275340.0,595193.4,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DEEPUSDT,0.02865,581444.5232,20477200.0,138244940.0,3960717.53,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DEGENUSDT,0.000676,78127.9265,116376650.0,509046120.0,344471.51,-0.00203996,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DEXEUSDT,10.6903,1758796.1121,155993.8,313460.6,3353652.27,1.041e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DIAUSDT,0.18482,51632.3761,281468.0,2026850.0,374825.37,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DOGEUSDT,0.10916,261452130.6964,2413614211.0,1490533162.0,162736410.63,-4.537e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DOGUSDT,0.0008154,131653.6946,162115100.0,1056934600.0,861190.31,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DOLOUSDT,0.03079,308803.7561,10078296.0,16837320.0,517915.96,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
